word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
forget,learn,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,dissimilar,similar,dissimilar
appoint,elect,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
engage,marry,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,similar,dissimilar,similar,dissimilar,similar,similar,dissimilar
ask,pray,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
go,send,dissimilar,neutral,dissimilar,similar,similar,similar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar
take,deliver,dissimilar,neutral,similar,similar,similar,similar,dissimilar,dissimilar,similar,dissimilar,similar,similar,neutral,similar,dissimilar
speak,hear,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar,dissimilar
analyze,evaluate,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
argue,rationalize,dissimilar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,similar,very dissimilar,neutral,dissimilar,neutral
lose,keep,very dissimilar,neutral,very dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,neutral,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
compare,analyze,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar
disorganize,organize,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
go,allow,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
take,possess,neutral,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,neutral,dissimilar,similar,neutral
learn,listen,dissimilar,similar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar
destroy,construct,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar
create,build,similar,similar,very similar,similar,very similar,very dissimilar,similar,similar,similar,similar,similar,very similar,dissimilar,similar,similar
steal,buy,very dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar
kill,hang,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar
forget,know,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
create,imagine,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
do,happen,similar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,neutral,neutral
win,accomplish,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
give,deny,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
deserve,earn,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar
get,put,neutral,dissimilar,dissimilar,dissimilar,neutral,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
locate,find,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
appear,attend,similar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,neutral,dissimilar,neutral,similar,very dissimilar,dissimilar
know,comprehend,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar
pretend,imagine,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar
satisfy,please,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
cherish,keep,similar,neutral,dissimilar,similar,similar,neutral,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
argue,differ,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar
overcome,dominate,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar
behave,obey,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,dissimilar,similar,similar,similar,similar,dissimilar
cooperate,participate,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
achieve,try,neutral,similar,neutral,similar,similar,dissimilar,neutral,similar,similar,similar,similar,neutral,similar,similar,similar
fail,discourage,dissimilar,dissimilar,similar,similar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
begin,quit,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar
say,participate,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,neutral,dissimilar,neutral,dissimilar,dissimilar,dissimilar
come,bring,similar,neutral,dissimilar,neutral,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar
declare,announce,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
read,comprehend,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar
take,leave,dissimilar,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar
proclaim,announce,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
acquire,obtain,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
conclude,decide,similar,similar,neutral,similar,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar
please,plead,dissimilar,dissimilar,similar,similar,similar,similar,dissimilar,dissimilar,dissimilar,similar,similar,dissimilar,similar,dissimilar,dissimilar
argue,prove,dissimilar,similar,similar,similar,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar
ask,plead,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,neutral,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar
find,disappear,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar
inspect,examine,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
verify,justify,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
assume,predict,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar,dissimilar
learn,evaluate,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
argue,justify,similar,dissimilar,similar,similar,dissimilar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar
make,become,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
discover,originate,similar,neutral,similar,similar,neutral,dissimilar,dissimilar,similar,similar,dissimilar,neutral,similar,dissimilar,neutral,neutral
achieve,succeed,very similar,similar,very similar,very similar,similar,similar,similar,very similar,similar,similar,similar,very similar,similar,similar,similar
give,put,similar,neutral,similar,similar,dissimilar,neutral,dissimilar,similar,neutral,neutral,similar,neutral,similar,similar,similar
understand,listen,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
expand,grow,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar
borrow,sell,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar
keep,protect,dissimilar,similar,similar,dissimilar,similar,similar,dissimilar,neutral,neutral,similar,similar,dissimilar,similar,similar,neutral
explain,prove,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar
assume,pretend,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
agree,please,dissimilar,dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
forgive,forget,similar,similar,similar,very similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
clarify,explain,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
understand,forgive,similar,dissimilar,neutral,very dissimilar,similar,similar,similar,similar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar
remind,forget,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
get,remain,dissimilar,dissimilar,similar,dissimilar,similar,similar,dissimilar,similar,neutral,dissimilar,neutral,neutral,similar,dissimilar,similar
realize,discover,similar,similar,very similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
require,inquire,similar,dissimilar,neutral,dissimilar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,similar,neutral,dissimilar
ignore,ask,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar
think,inquire,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,neutral,dissimilar
reject,avoid,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
argue,persuade,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
pursue,persuade,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar
accept,forgive,similar,dissimilar,neutral,dissimilar,similar,similar,similar,similar,dissimilar,dissimilar,dissimilar,similar,similar,dissimilar,similar
do,quit,similar,similar,dissimilar,similar,dissimilar,similar,dissimilar,similar,neutral,similar,neutral,dissimilar,similar,similar,similar
investigate,examine,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
discuss,explain,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,similar
owe,lend,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,neutral,similar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar
explore,discover,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
complain,argue,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar
withdraw,reject,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar
keep,borrow,dissimilar,dissimilar,similar,dissimilar,similar,similar,similar,neutral,dissimilar,dissimilar,similar,similar,similar,dissimilar,dissimilar
beg,ask,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar
arrange,organize,very similar,similar,very similar,very similar,similar,similar,similar,very similar,similar,similar,similar,very similar,similar,similar,similar
reduce,shrink,similar,similar,very similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
speak,acknowledge,similar,dissimilar,similar,similar,dissimilar,similar,dissimilar,similar,similar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar
give,borrow,similar,dissimilar,similar,dissimilar,dissimilar,similar,similar,similar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar
kill,defend,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar
disappear,shrink,similar,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar
deliver,carry,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar
breathe,choke,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar
acknowledge,notify,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar
become,seem,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
pretend,seem,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
accomplish,become,dissimilar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,dissimilar
contemplate,think,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
determine,predict,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,disjoint,similar,similar
please,entertain,dissimilar,dissimilar,neutral,similar,dissimilar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar
remain,retain,similar,similar,very similar,dissimilar,similar,similar,similar,very similar,similar,similar,similar,very similar,similar,similar,similar
pretend,portray,dissimilar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar
forget,retain,very dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,neutral,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar
want,choose,dissimilar,similar,dissimilar,similar,neutral,dissimilar,neutral,similar,similar,very dissimilar,similar,similar,dissimilar,similar,neutral
lose,get,similar,neutral,dissimilar,similar,similar,dissimilar,dissimilar,very dissimilar,similar,dissimilar,similar,similar,similar,neutral,dissimilar
try,think,similar,similar,similar,similar,similar,similar,similar,similar,neutral,neutral,similar,similar,similar,similar,similar
become,appear,neutral,neutral,neutral,dissimilar,similar,similar,similar,neutral,similar,similar,similar,dissimilar,dissimilar,similar,similar
leave,ignore,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
accept,recommend,dissimilar,neutral,similar,dissimilar,dissimilar,similar,neutral,neutral,similar,dissimilar,similar,dissimilar,similar,dissimilar,neutral
leave,wander,similar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar
keep,give,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,neutral,similar,dissimilar,similar,dissimilar
give,allow,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
bring,send,similar,dissimilar,similar,similar,similar,neutral,dissimilar,dissimilar,neutral,dissimilar,similar,similar,similar,similar,neutral
absorb,learn,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar
acquire,find,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
leave,appear,similar,dissimilar,dissimilar,dissimilar,similar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
create,destroy,very dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
begin,go,similar,similar,neutral,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
get,buy,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,neutral
collect,save,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,dissimilar
replace,restore,similar,neutral,similar,similar,dissimilar,similar,similar,similar,neutral,dissimilar,similar,similar,dissimilar,dissimilar,similar
join,add,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
join,marry,dissimilar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,very similar,dissimilar,similar,dissimilar,similar
accept,deliver,dissimilar,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,dissimilar,similar,dissimilar,similar,dissimilar,neutral
attach,join,similar,dissimilar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
put,hang,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,neutral,similar,neutral,similar,dissimilar,neutral
go,sell,neutral,similar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,neutral
communicate,pray,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,dissimilar
give,steal,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar
add,build,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
bring,restore,similar,similar,similar,similar,dissimilar,neutral,similar,similar,similar,dissimilar,similar,similar,dissimilar,similar,similar
comprehend,satisfy,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
portray,decide,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
organize,become,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar,similar,similar,similar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,similar
give,know,dissimilar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,similar
say,verify,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,similar
cooperate,join,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
arrange,require,dissimilar,dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,similar,neutral,dissimilar,dissimilar,dissimilar
borrow,want,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,neutral
investigate,pursue,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar
ignore,explore,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
bring,complain,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
enter,owe,dissimilar,dissimilar,dissimilar,dissimilar,neutral,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
portray,notify,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
remind,sell,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
absorb,possess,similar,similar,similar,dissimilar,dissimilar,similar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar
join,acquire,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
send,attend,similar,dissimilar,similar,similar,similar,similar,dissimilar,neutral,similar,dissimilar,similar,similar,dissimilar,neutral,similar
gather,attend,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
absorb,withdraw,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
attend,arrive,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,similar,neutral,similar,similar,similar
