word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
deur,keuken,ongelijk,neutraal,ongelijk,ongelijk,gelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,ongelijk,neutraal,ongelijk,ongelijk
waarde,geloof,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,gelijk
wijsheid,intelligentie,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,zeer gelijk,gelijk,gelijk,ongelijk,gelijk
onwetendheid,intelligentie,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
gelukkigheid,geluk,ongelijk,gelijk,gelijk,gelijk,neutraal,gelijk,zeer ongelijk,gelijk,gelijk,ongelijk,neutraal,neutraal,ongelijk,gelijk,ongelijk
idee,plan,neutraal,neutraal,gelijk,ongelijk,gelijk,gelijk,ongelijk,zeer gelijk,ongelijk,neutraal,gelijk,gelijk,neutraal,gelijk,gelijk
humeur,emotie,zeer gelijk,gelijk,gelijk,neutraal,gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,neutraal
gelukkigheid,vrede,ongelijk,neutraal,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk
wanhoop,ongeluk,gelijk,zeer gelijk,ongelijk,ongelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk
logica,rekenkunde,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer gelijk,ongelijk,gelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,ongelijk
ontkenning,bekentenis,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
argument,kritiek,ongelijk,ongelijk,ongelijk,neutraal,neutraal,gelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,neutraal,ongelijk,ongelijk
agressie,vijandigheid,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
hysterie,verwarring,zeer gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk
scheikunde,theorie,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk
juridischeprocedures,oordeel,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,ongelijk
comfort,veiligheid,ongelijk,neutraal,ongelijk,gelijk,gelijk,zeer ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,neutraal,neutraal
zelfvertrouwen,zelf,ongelijk,neutraal,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,gelijk,neutraal,gelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
visie,perceptie,ongelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,ongelijk,neutraal,gelijk,ongelijk,gelijk,gelijk,neutraal,ongelijk,gelijk
tijdperk,decennium,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,gelijk,gelijk,gelijk
biografie,fictie,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk
discussie,argument,gelijk,gelijk,neutraal,ongelijk,neutraal,gelijk,gelijk,ongelijk,gelijk,neutraal,gelijk,neutraal,neutraal,gelijk,ongelijk
code,symbool,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,zeer ongelijk,ongelijk,gelijk,ongelijk,gelijk,neutraal,ongelijk,ongelijk
gevaar,ziekte,gelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,gelijk
ongeval,ramp,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,gelijk,gelijk
reis,excursie,ongelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk
activiteit,beweging,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
roddel,nieuws,ongelijk,neutraal,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
vader,god,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,neutraal,zeer ongelijk,zeer ongelijk,neutraal,gelijk
actie,cursus,ongelijk,ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,gelijk,ongelijk
koorts,ziekte,ongelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal
luchtvaart,vlucht,ongelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk
spel,actie,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk
molecuul,lucht,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
huis,toestand,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk
woord,literatuur,ongelijk,neutraal,ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk
volwassene,voogd,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk
krant,informatie,neutraal,gelijk,gelijk,gelijk,gelijk,neutraal,neutraal,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,neutraal
communicatie,televisie,gelijk,neutraal,neutraal,ongelijk,gelijk,ongelijk,gelijk,gelijk,ongelijk,neutraal,neutraal,gelijk,ongelijk,zeer gelijk,gelijk
neef,oom,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,neutraal,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk
auteur,lezer,zeer ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk
kerel,partner,ongelijk,ongelijk,neutraal,niet gerelateerd,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,neutraal,zeer ongelijk,neutraal,neutraal
gebied,hoek,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
ballade,lied,gelijk,neutraal,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk
muur,decoratie,zeer ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,verschillend,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk
woord,pagina,gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk
verpleegster,wetenschapper,zeer ongelijk,ongelijk,neutraal,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk
politicus,president,gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,neutraal,neutraal,ongelijk,gelijk,gelijk
president,burgemeester,gelijk,gelijk,zeer gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer gelijk,gelijk,neutraal,gelijk,zeer gelijk,gelijk
boek,essay,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal
man,strijder,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk
artikel,tijdschrift,gelijk,gelijk,gelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,zeer gelijk,neutraal
ontbijt,avondeten,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,verschillend,gelijk,ongelijk,neutraal,neutraal,ongelijk,gelijk,ongelijk,ongelijk
menigte,parade,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,gelijk,gelijk,neutraal,ongelijk
gangpad,gang,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,zeer gelijk,gelijk
leraar,rabbijn,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,verschillend,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk
heup,lip,zeer ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,ongelijk
boek,artikel,neutraal,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal
kamer,gevangeniscel,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,neutral
doos,kraampje,zeer ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,verschillend,neutraal,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk
dochter,kind,gelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,zeer gelijk,ongelijk,ongelijk,gelijk,neutraal,gelijk
ledemaat,been,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
lever,long,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
klaslokaal,gang,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
berg,richel,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
auto,lift,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk
bed,bank,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,neutraal,ongelijk,ongelijk,gelijk,neutraal,ongelijk
kleding,knoop,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk
kleding,jas,gelijk,zeer gelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk
nier,orgaan,zeer gelijk,neutraal,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,zeer gelijk,zeer gelijk,ongelijk,gelijk
appel,saus,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
kip,steak,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal
auto,slang,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk
tabak,sigaret,gelijk,neutraal,gelijk,gelijk,zeer gelijk,gelijk,gelijk,neutraal,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk
student,professor,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,gelijk,gelijk,ongelijk,gelijk
baby,dochter,neutraal,gelijk,ongelijk,gelijk,neutraal,gelijk,ongelijk,neutraal,zeer gelijk,zeer gelijk,neutraal,zeer gelijk,gelijk,gelijk,gelijk
pijp,sigaar,gelijk,neutraal,gelijk,gelijk,zeer ongelijk,ongelijk,neutraal,zeer gelijk,zeer gelijk,gelijk,gelijk,ongelijk,gelijk,neutraal,gelijk
melk,sap,neutraal,zeer ongelijk,ongelijk,gelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk
doos,sigaar,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk
appartement,hotel,neutraal,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
beker,wafel,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
paard,os,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,gelijk,ongelijk,zeer ongelijk,ongelijk,gelijk,gelijk,zeer gelijk
keel,neus,ongelijk,neutraal,ongelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk
botten,tanden,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,neutraal,gelijk
botten,elleboog,gelijk,ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,gelijk,ongelijk,ongelijk
spek,boon,ongelijk,zeer ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk
beker,pot,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk
bewijs,feit,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
overeenkomst,afspraak,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
verjaardag,jaar,ongelijk,zeer ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk
woord,referentie,gelijk,neutraal,gelijk,ongelijk,neutraal,ongelijk,gelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,neutraal
auteur,maker,zeer gelijk,neutraal,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer ongelijk,ongelijk
atoom,koolstof,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk
aartsbisschop,bisschop,gelijk,zeer gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
brief,paragraaf,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
pagina,paragraaf,gelijk,gelijk,gelijk,gelijk,neutraal,ongelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
kerktoren,kapel,zeer gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer gelijk,gelijk,ongelijk,gelijk
spier,botten,ongelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,neutraal,gelijk,ongelijk,ongelijk,ongelijk,ongelijk
spier,tong,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk
jongen,soldaat,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk
buik,onderbuik,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
kerel,meisje,neutraal,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer ongelijk,zeer gelijk
bed,stoel,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk
kleding,mantel,zeer gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,gelijk
pistool,mes,zeer ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,gelijk,neutraal,neutraal,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk
blik,metaal,neutraal,gelijk,gelijk,neutraal,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
fles,container,neutraal,gelijk,zeer gelijk,gelijk,neutraal,gelijk,neutraal,ongelijk,neutraal,zeer gelijk,gelijk,neutraal,gelijk,neutraal,neutraal
kip,kalkoen,gelijk,gelijk,ongelijk,ongelijk,gelijk,neutraal,gelijk,gelijk,gelijk,zeer gelijk,ongelijk,gelijk,neutraal,gelijk,gelijk
vlees,broodje,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,gelijk,zeer ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk
arm,botten,gelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk
hals,ruggengraat,zeer gelijk,zeer ongelijk,ongelijk,neutraal,gelijk,zeer gelijk,ongelijk,gelijk,neutraal,gelijk,ongelijk,gelijk,ongelijk,zeer ongelijk,gelijk
appel,citroen,gelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk
lijden,verdriet,ongelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk
opdracht,taak,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk
nacht,dageraad,ongelijk,neutraal,zeer ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk
diner,soep,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
kalf,stier,ongelijk,gelijk,ongelijk,ongelijk,gelijk,neutraal,gelijk,zeer ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk
sneeuw,storm,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,zeer ongelijk,ongelijk
nagel,hand,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,zeer ongelijk,ongelijk,ongelijk
hond,paard,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,gelijk
arm,hals,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer gelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk
kogel,kanon,zeer gelijk,gelijk,zeer gelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,neutraal
griep,koorts,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
vergoeding,salaris,ongelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,neutraal,neutraal,gelijk,neutraal,gelijk,gelijk
zenuw,hersenen,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk
beest,dier,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk
diner,kip,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,neutraal
meisje,dienstmeisje,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk
kind,jongen,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,neutraal,gelijk,neutraal,gelijk,gelijk
alcohol,wijn,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,ongelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
neus,mond,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
weg,steeg,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,ongelijk
bel,deur,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,gelijk
doos,hoed,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,gelijk,neutraal,ongelijk,ongelijk
geloof,indruk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,neutraal,zeer ongelijk,gelijk,ongelijk
vooroordeel,mening,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk
aandacht,bewustzijn,neutraal,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,zeer gelijk,ongelijk,gelijk
woede,stemming,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk
elegantie,stijl,ongelijk,zeer gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,zeer gelijk,ongelijk,neutraal,ongelijk,gelijk,zeer gelijk,gelijk,gelijk
schoonheid,leeftijd,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
boek,thema,ongelijk,zeer ongelijk,gelijk,ongelijk,neutraal,ongelijk,gelijk,neutraal,ongelijk,neutraal,neutraal,gelijk,ongelijk,ongelijk,gelijk
vriend,moeder,neutraal,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,gelijk,zeer ongelijk,ongelijk
